"feature"	"imp_rank_raw"	"imp_rank"	"imp_sign"	"dat"	"seed"	"imp_rank_frac_raw"	"imp_rank_frac"
"8682"	"resistance_score"	12	52	"Negative"	"infection-resp_patient-kleborate_lr"	"21"	0.162162162162162	0.702702702702703
"8683"	"AGly.StrA"	7.5	57.5	"Negative"	"infection-resp_patient-kleborate_lr"	"21"	0.101351351351351	0.777027027027027
"8684"	"Tmt.DfrA14"	52	29	"Positive"	"infection-resp_patient-kleborate_lr"	"21"	0.702702702702703	0.391891891891892
"8685"	"levo30yes"	27	22	"Negative"	"infection-resp_patient-kleborate_lr"	"21"	0.364864864864865	0.297297297297297
"8686"	"AGly.StrB"	7.5	57.5	"Negative"	"infection-resp_patient-kleborate_lr"	"21"	0.101351351351351	0.777027027027027
"8687"	"brain_injuryyes"	72	72	"Positive"	"infection-resp_patient-kleborate_lr"	"21"	0.972972972972973	0.972972972972973
"8688"	"decubyes"	69	65	"Positive"	"infection-resp_patient-kleborate_lr"	"21"	0.932432432432432	0.878378378378378
"8689"	"meropenem30yes"	32	14	"Negative"	"infection-resp_patient-kleborate_lr"	"21"	0.432432432432432	0.189189189189189
"8690"	"malignancyyes"	42	7	"Positive"	"infection-resp_patient-kleborate_lr"	"21"	0.567567567567568	0.0945945945945946
"8691"	"AGly.Aph4.Ia"	43.5	9.5	"Positive"	"infection-resp_patient-kleborate_lr"	"21"	0.587837837837838	0.128378378378378
"8692"	"Sul.SulIII"	35	8	"Negative"	"infection-resp_patient-kleborate_lr"	"21"	0.472972972972973	0.108108108108108
"8693"	"Yersiniabactin._ICEKp10"	59	44	"Positive"	"infection-resp_patient-kleborate_lr"	"21"	0.797297297297297	0.594594594594595
"8694"	"gastroyes"	71	71	"Positive"	"infection-resp_patient-kleborate_lr"	"21"	0.959459459459459	0.959459459459459
"8695"	"amikacin30yes"	64	54	"Positive"	"infection-resp_patient-kleborate_lr"	"21"	0.864864864864865	0.72972972972973
"8696"	"carbapenem30yes"	55	32	"Positive"	"infection-resp_patient-kleborate_lr"	"21"	0.743243243243243	0.432432432432432
"8697"	"trachyes"	10	55	"Negative"	"infection-resp_patient-kleborate_lr"	"21"	0.135135135135135	0.743243243243243
"8698"	"colistin30yes"	61	48	"Positive"	"infection-resp_patient-kleborate_lr"	"21"	0.824324324324324	0.648648648648649
"8699"	"vanco30yes"	29	20	"Negative"	"infection-resp_patient-kleborate_lr"	"21"	0.391891891891892	0.27027027027027
"8700"	"O_locusO2v2"	54	31	"Positive"	"infection-resp_patient-kleborate_lr"	"21"	0.72972972972973	0.418918918918919
"8701"	"linezolid30yes"	38	3	"Negative"	"infection-resp_patient-kleborate_lr"	"21"	0.513513513513513	0.0405405405405405
"8702"	"AGly.AadA1.pm"	39	1	"Negative"	"infection-resp_patient-kleborate_lr"	"21"	0.527027027027027	0.0135135135135135
"8703"	"Bla.OXA.9"	23	33	"Negative"	"infection-resp_patient-kleborate_lr"	"21"	0.310810810810811	0.445945945945946
"8704"	"MLS.MphA"	22	35	"Negative"	"infection-resp_patient-kleborate_lr"	"21"	0.297297297297297	0.472972972972973
"8705"	"FQ30yes"	47	16	"Positive"	"infection-resp_patient-kleborate_lr"	"21"	0.635135135135135	0.216216216216216
"8706"	"num_resistance_genes"	14	47	"Negative"	"infection-resp_patient-kleborate_lr"	"21"	0.189189189189189	0.635135135135135
"8707"	"CKDyes"	57	39	"Positive"	"infection-resp_patient-kleborate_lr"	"21"	0.77027027027027	0.527027027027027
"8708"	"Colibactinclb.3"	56	34	"Positive"	"infection-resp_patient-kleborate_lr"	"21"	0.756756756756757	0.459459459459459
"8709"	"cefepime30yes"	20	37	"Negative"	"infection-resp_patient-kleborate_lr"	"21"	0.27027027027027	0.5
"8710"	"VDRFyes"	68	64	"Positive"	"infection-resp_patient-kleborate_lr"	"21"	0.918918918918919	0.864864864864865
"8711"	"Bias"	2	68	"Negative"	"infection-resp_patient-kleborate_lr"	"21"	0.027027027027027	0.918918918918919
"8712"	"resp_failureyes"	63	55	"Positive"	"infection-resp_patient-kleborate_lr"	"22"	0.851351351351351	0.743243243243243
"8713"	"Yersiniabactin.ybt_0"	65	57	"Positive"	"infection-resp_patient-kleborate_lr"	"22"	0.878378378378378	0.77027027027027
"8714"	"Flq.GyrA.87N"	42	6	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.567567567567568	0.0810810810810811
"8715"	"Bla.SHV.187"	52	17	"Positive"	"infection-resp_patient-kleborate_lr"	"22"	0.702702702702703	0.22972972972973
"8716"	"O_locusO2v2"	54	24	"Positive"	"infection-resp_patient-kleborate_lr"	"22"	0.72972972972973	0.324324324324324
"8717"	"lung_dzyes"	24	34	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.324324324324324	0.459459459459459
"8718"	"Flq.GyrA.87Y"	10	52	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.135135135135135	0.702702702702703
"8719"	"Sul.SulI"	18	42	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.243243243243243	0.567567567567568
"8720"	"AG30yes"	26	31	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.351351351351351	0.418918918918919
"8721"	"AGly.Aph4.Ia"	13.5	46.5	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.182432432432432	0.628378378378378
"8722"	"prior_admityes"	56	27	"Positive"	"infection-resp_patient-kleborate_lr"	"22"	0.756756756756757	0.364864864864865
"8723"	"zosyn30yes"	20	39	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.27027027027027	0.527027027027027
"8724"	"virulence_score"	39	9	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.527027027027027	0.121621621621622
"8725"	"AGly.StrB"	21.5	37.5	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.290540540540541	0.506756756756757
"8726"	"O_locus_missing_genes.O1.O2v2_07_kfoC"	74	74	"Positive"	"infection-resp_patient-kleborate_lr"	"22"	1	1
"8727"	"wziwzi29"	38	13	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.513513513513513	0.175675675675676
"8728"	"ctx30yes"	35	19	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.472972972972973	0.256756756756757
"8729"	"sexmale"	32	22	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.432432432432432	0.297297297297297
"8730"	"third_gen_ceph30yes"	40	8	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.540540540540541	0.108108108108108
"8731"	"poly_colistin30yes"	33	21	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.445945945945946	0.283783783783784
"8732"	"AGly.StrA"	21.5	37.5	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.290540540540541	0.506756756756757
"8733"	"Phe.CatA1"	41	7	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.554054054054054	0.0945945945945946
"8734"	"ColMgrB.trunc"	64	56	"Positive"	"infection-resp_patient-kleborate_lr"	"22"	0.864864864864865	0.756756756756757
"8735"	"Bla_broad_inhR.TEM.54"	9	54	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.121621621621622	0.72972972972973
"8736"	"flagyl30yes"	27	30	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.364864864864865	0.405405405405405
"8737"	"tigecycline30yes"	72	72	"Positive"	"infection-resp_patient-kleborate_lr"	"22"	0.972972972972973	0.972972972972973
"8738"	"linezolid30yes"	55	25	"Positive"	"infection-resp_patient-kleborate_lr"	"22"	0.743243243243243	0.337837837837838
"8739"	"malignancyyes"	61	49	"Positive"	"infection-resp_patient-kleborate_lr"	"22"	0.824324324324324	0.662162162162162
"8740"	"Tmt.DfrA14"	48	10	"Positive"	"infection-resp_patient-kleborate_lr"	"22"	0.648648648648649	0.135135135135135
"8741"	"cefepime30yes"	49	11	"Positive"	"infection-resp_patient-kleborate_lr"	"22"	0.662162162162162	0.148648648648649
"8742"	"Colibactinclb.3"	59	41	"Positive"	"infection-resp_patient-kleborate_lr"	"22"	0.797297297297297	0.554054054054054
"8743"	"AGly.Aph3.Ia"	8	58	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.108108108108108	0.783783783783784
"8744"	"Sul.SulII"	43	5	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.581081081081081	0.0675675675675676
"8745"	"gastroyes"	73	73	"Positive"	"infection-resp_patient-kleborate_lr"	"22"	0.986486486486487	0.986486486486487
"8746"	"Sul.SulIII"	7	59	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.0945945945945946	0.797297297297297
"8747"	"anti_pseudo30yes"	30	26	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.405405405405405	0.351351351351351
"8748"	"CKDyes"	69	66	"Positive"	"infection-resp_patient-kleborate_lr"	"22"	0.932432432432432	0.891891891891892
"8749"	"Tmt.DfrA12"	5	62	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.0675675675675676	0.837837837837838
"8750"	"Bla_broadSHV.11"	1	70	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.0135135135135135	0.945945945945946
"8751"	"Bla_CarbKPC.3"	2	68	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.027027027027027	0.918918918918919
"8752"	"amikacin30yes"	62	53	"Positive"	"infection-resp_patient-kleborate_lr"	"22"	0.837837837837838	0.716216216216216
"8753"	"AKIyes"	57	32	"Positive"	"infection-resp_patient-kleborate_lr"	"22"	0.77027027027027	0.432432432432432
"8754"	"FQ30yes"	58	35	"Positive"	"infection-resp_patient-kleborate_lr"	"22"	0.783783783783784	0.472972972972973
"8755"	"foleyyes"	68	65	"Positive"	"infection-resp_patient-kleborate_lr"	"22"	0.918918918918919	0.878378378378378
"8756"	"resistance_score"	25	33	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.337837837837838	0.445945945945946
"8757"	"num_resistance_classes"	15	45	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.202702702702703	0.608108108108108
"8758"	"decubyes"	16	44	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.216216216216216	0.594594594594595
"8759"	"meropenem30yes"	28	29	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.378378378378378	0.391891891891892
"8760"	"VDRFyes"	67	63	"Positive"	"infection-resp_patient-kleborate_lr"	"22"	0.905405405405405	0.851351351351351
"8761"	"age"	3	67	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.0405405405405405	0.905405405405405
"8762"	"Bla.OXA.9"	31	23	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.418918918918919	0.310810810810811
"8763"	"MLS.MphA"	29	28	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.391891891891892	0.378378378378378
"8764"	"carbapenem30yes"	46	1	"Positive"	"infection-resp_patient-kleborate_lr"	"22"	0.621621621621622	0.0135135135135135
"8765"	"levo30yes"	51	15	"Positive"	"infection-resp_patient-kleborate_lr"	"22"	0.689189189189189	0.202702702702703
"8766"	"num_resistance_genes"	12	50	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.162162162162162	0.675675675675676
"8767"	"AGly.AadA2"	23	36	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.310810810810811	0.486486486486487
"8768"	"brain_injuryyes"	71	71	"Positive"	"infection-resp_patient-kleborate_lr"	"22"	0.959459459459459	0.959459459459459
"8769"	"AGly.Aac3.Iva"	13.5	46.5	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.182432432432432	0.628378378378378
"8770"	"colistin30yes"	50	12	"Positive"	"infection-resp_patient-kleborate_lr"	"22"	0.675675675675676	0.162162162162162
"8771"	"underweightyes"	44	3	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.594594594594595	0.0405405405405405
"8772"	"pseudoPCN30yes"	19	40	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.256756756756757	0.540540540540541
"8773"	"vanco30yes"	17	43	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.22972972972973	0.581081081081081
"8774"	"tobra30yes"	11	51	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.148648648648649	0.689189189189189
"8775"	"Yersiniabactin.ybt_17"	37	14	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.5	0.189189189189189
"8776"	"LOSbeforeCx"	47	4	"Positive"	"infection-resp_patient-kleborate_lr"	"22"	0.635135135135135	0.0540540540540541
"8777"	"trachyes"	4	64	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.0540540540540541	0.864864864864865
"8778"	"Yersiniabactin._ICEKp10"	60	48	"Positive"	"infection-resp_patient-kleborate_lr"	"22"	0.810810810810811	0.648648648648649
"8779"	"AGly.AadA1.pm"	45	2	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.608108108108108	0.027027027027027
"8780"	"Bla_CarbKPC.2"	53	18	"Positive"	"infection-resp_patient-kleborate_lr"	"22"	0.716216216216216	0.243243243243243
"8781"	"CHFyes"	66	60	"Positive"	"infection-resp_patient-kleborate_lr"	"22"	0.891891891891892	0.810810810810811
"8782"	"K_locusKL107"	36	16	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.486486486486487	0.216216216216216
"8783"	"central_lineyes"	70	69	"Positive"	"infection-resp_patient-kleborate_lr"	"22"	0.945945945945946	0.932432432432432
"8784"	"Bla_ESBLSHV.12"	34	20	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.459459459459459	0.27027027027027
"8785"	"Bias"	6	61	"Negative"	"infection-resp_patient-kleborate_lr"	"22"	0.0810810810810811	0.824324324324324
"8786"	"zosyn30yes"	17	48	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.22972972972973	0.648648648648649
"8787"	"tobra30yes"	27	19	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.364864864864865	0.256756756756757
"8788"	"Yersiniabactin._ICEKp10"	62	41	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.837837837837838	0.554054054054054
"8789"	"Colibactinclb.3"	57	34	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.77027027027027	0.459459459459459
"8790"	"anti_pseudo30yes"	21	43	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.283783783783784	0.581081081081081
"8791"	"O_locusO2v2"	39	11	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.527027027027027	0.148648648648649
"8792"	"VDRFyes"	73	72	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.986486486486487	0.972972972972973
"8793"	"ctx30yes"	49	24	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.662162162162162	0.324324324324324
"8794"	"Bla.SHV.187"	36	7	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.486486486486487	0.0945945945945946
"8795"	"num_resistance_classes"	13	53	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.175675675675676	0.716216216216216
"8796"	"carbapenem30yes"	55	31	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.743243243243243	0.418918918918919
"8797"	"AGly.StrA"	7.5	60.5	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.101351351351351	0.817567567567568
"8798"	"trachyes"	12	54	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.162162162162162	0.72972972972973
"8799"	"Phe.CatA1"	46	21	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.621621621621622	0.283783783783784
"8800"	"AG30yes"	40	12	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.540540540540541	0.162162162162162
"8801"	"colistin30yes"	47	22	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.635135135135135	0.297297297297297
"8802"	"gastroyes"	70	68	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.945945945945946	0.918918918918919
"8803"	"Yersiniabactin.ybt_17"	23	36	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.310810810810811	0.486486486486487
"8804"	"Yersiniabactin.ybt_0"	66	56	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.891891891891892	0.756756756756757
"8805"	"AKIyes"	72	70	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.972972972972973	0.945945945945946
"8806"	"linezolid30yes"	37	8	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.5	0.108108108108108
"8807"	"virulence_score"	29	10	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.391891891891892	0.135135135135135
"8808"	"resistance_score"	22	39	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.297297297297297	0.527027027027027
"8809"	"Bla_CarbKPC.2"	50	26	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.675675675675676	0.351351351351351
"8810"	"K_locusKL107"	19	46	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.256756756756757	0.621621621621622
"8811"	"wziwzi29"	31	5	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.418918918918919	0.0675675675675676
"8812"	"tigecycline30yes"	69	67	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.932432432432432	0.905405405405405
"8813"	"LOSbeforeCx"	44	16	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.594594594594595	0.216216216216216
"8814"	"central_lineyes"	56	33	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.756756756756757	0.445945945945946
"8815"	"num_resistance_genes"	16	50	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.216216216216216	0.675675675675676
"8816"	"cefepime30yes"	30	6	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.405405405405405	0.0810810810810811
"8817"	"O_locus_missing_genes.O1.O2v2_07_kfoC"	74	74	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	1	1
"8818"	"Sul.SulII"	11	55	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.148648648648649	0.743243243243243
"8819"	"ColMgrB.trunc"	60	38	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.810810810810811	0.513513513513513
"8820"	"Sul.SulI"	24	32	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.324324324324324	0.432432432432432
"8821"	"underweightyes"	64	45	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.864864864864865	0.608108108108108
"8822"	"Tmt.DfrA14"	54	30	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.72972972972973	0.405405405405405
"8823"	"Bla_broadSHV.11"	1	73	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.0135135135135135	0.986486486486487
"8824"	"AGly.Aph3.Ia"	6	63	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.0810810810810811	0.851351351351351
"8825"	"Flq.GyrA.87N"	18	47	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.243243243243243	0.635135135135135
"8826"	"Sul.SulIII"	25	25	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.337837837837838	0.337837837837838
"8827"	"age"	3	66	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.0405405405405405	0.891891891891892
"8828"	"amikacin30yes"	51	27	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.689189189189189	0.364864864864865
"8829"	"pseudoPCN30yes"	15	51	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.202702702702703	0.689189189189189
"8830"	"CHFyes"	63	42	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.851351351351351	0.567567567567568
"8831"	"Bla.OXA.9"	14	52	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.189189189189189	0.702702702702703
"8832"	"poly_colistin30yes"	41	13	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.554054054054054	0.175675675675676
"8833"	"AGly.AadA1.pm"	53	29	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.716216216216216	0.391891891891892
"8834"	"decubyes"	67	59	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.905405405405405	0.797297297297297
"8835"	"prior_admityes"	38	9	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.513513513513513	0.121621621621622
"8836"	"third_gen_ceph30yes"	48	23	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.648648648648649	0.310810810810811
"8837"	"AGly.Aph4.Ia"	34.5	2.5	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.466216216216216	0.0337837837837838
"8838"	"resp_failureyes"	59	37	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.797297297297297	0.5
"8839"	"AGly.StrB"	7.5	60.5	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.101351351351351	0.817567567567568
"8840"	"Flq.GyrA.87Y"	10	57	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.135135135135135	0.77027027027027
"8841"	"AGly.Aac3.Iva"	34.5	2.5	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.466216216216216	0.0337837837837838
"8842"	"CKDyes"	61	40	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.824324324324324	0.540540540540541
"8843"	"brain_injuryyes"	68	62	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.918918918918919	0.837837837837838
"8844"	"FQ30yes"	65	49	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.878378378378378	0.662162162162162
"8845"	"malignancyyes"	42	14	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.567567567567568	0.189189189189189
"8846"	"meropenem30yes"	52	28	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.702702702702703	0.378378378378378
"8847"	"lung_dzyes"	33	1	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.445945945945946	0.0135135135135135
"8848"	"Tmt.DfrA12"	28	17	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.378378378378378	0.22972972972973
"8849"	"flagyl30yes"	4	65	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.0540540540540541	0.878378378378378
"8850"	"MLS.MphA"	9	58	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.121621621621622	0.783783783783784
"8851"	"sexmale"	32	4	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.432432432432432	0.0540540540540541
"8852"	"Bla_broad_inhR.TEM.54"	20	44	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.27027027027027	0.594594594594595
"8853"	"Bla_ESBLSHV.12"	45	18	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.608108108108108	0.243243243243243
"8854"	"foleyyes"	71	69	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.959459459459459	0.932432432432432
"8855"	"Bla_CarbKPC.3"	2	71	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.027027027027027	0.959459459459459
"8856"	"AGly.AadA2"	43	15	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.581081081081081	0.202702702702703
"8857"	"vanco30yes"	26	20	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.351351351351351	0.27027027027027
"8858"	"levo30yes"	58	35	"Positive"	"infection-resp_patient-kleborate_lr"	"23"	0.783783783783784	0.472972972972973
"8859"	"Bias"	5	64	"Negative"	"infection-resp_patient-kleborate_lr"	"23"	0.0675675675675676	0.864864864864865
"8860"	"amikacin30yes"	43	13	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.581081081081081	0.175675675675676
"8861"	"Bla_broadSHV.11"	2	73	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.027027027027027	0.986486486486487
"8862"	"anti_pseudo30yes"	29	17	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.391891891891892	0.22972972972973
"8863"	"FQ30yes"	63	47	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.851351351351351	0.635135135135135
"8864"	"zosyn30yes"	22	26	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.297297297297297	0.351351351351351
"8865"	"AKIyes"	64	53	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.864864864864865	0.716216216216216
"8866"	"AGly.AadA1.pm"	50	31	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.675675675675676	0.418918918918919
"8867"	"AGly.AadA2"	31	10	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.418918918918919	0.135135135135135
"8868"	"CHFyes"	67	57	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.905405405405405	0.77027027027027
"8869"	"AGly.Aph3.Ia"	5	65	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.0675675675675676	0.878378378378378
"8870"	"Bla.SHV.187"	45	16	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.608108108108108	0.216216216216216
"8871"	"VDRFyes"	71	69	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.959459459459459	0.932432432432432
"8872"	"Phe.CatA1"	40	9	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.540540540540541	0.121621621621622
"8873"	"Tmt.DfrA14"	33	5	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.445945945945946	0.0675675675675676
"8874"	"gastroyes"	73	71	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.986486486486487	0.959459459459459
"8875"	"third_gen_ceph30yes"	65	55	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.878378378378378	0.743243243243243
"8876"	"pseudoPCN30yes"	30	15	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.405405405405405	0.202702702702703
"8877"	"lung_dzyes"	18	38	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.243243243243243	0.513513513513513
"8878"	"ctx30yes"	58	41	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.783783783783784	0.554054054054054
"8879"	"brain_injuryyes"	57	40	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.77027027027027	0.540540540540541
"8880"	"Sul.SulIII"	39	7	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.527027027027027	0.0945945945945946
"8881"	"MLS.MphA"	4	67	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.0540540540540541	0.905405405405405
"8882"	"decubyes"	70	66	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.945945945945946	0.891891891891892
"8883"	"O_locus_missing_genes.O1.O2v2_07_kfoC"	72	70	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.972972972972973	0.945945945945946
"8884"	"Tmt.DfrA12"	15	49	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.202702702702703	0.662162162162162
"8885"	"AG30yes"	36	2	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.486486486486487	0.027027027027027
"8886"	"Yersiniabactin._ICEKp10"	59	42	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.797297297297297	0.567567567567568
"8887"	"ColMgrB.trunc"	38	6	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.513513513513513	0.0810810810810811
"8888"	"AGly.StrA"	13.5	50.5	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.182432432432432	0.682432432432432
"8889"	"Flq.GyrA.87Y"	7	63	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.0945945945945946	0.851351351351351
"8890"	"wziwzi29"	44	14	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.594594594594595	0.189189189189189
"8891"	"cefepime30yes"	28	19	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.378378378378378	0.256756756756757
"8892"	"meropenem30yes"	20	30	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.27027027027027	0.405405405405405
"8893"	"trachyes"	3	68	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.0405405405405405	0.918918918918919
"8894"	"num_resistance_classes"	10	58	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.135135135135135	0.783783783783784
